Match	Count	Cites
genofunc	1	0
NetSHy	1	5
DiVil	1	0
fastGenoGAM	1	2
GLANET	1	8
GROK	1	8
EvoCor	1	6
DysRegSig	1	0
defpred	1	4
DefPred	1	4
HAF-pipe	1	17
Open Brain Consent	1	17
open-brain-consent	1	17
CoRE-ATAC	1	4
PEAS	1	22
covidscreen	1	0
STS-NLSP	1	6
CellDestiny	1	3
genBaRcode	1	9
barcodetrackR	1	0
SouthGreen platform	1	0
TOGGLE	1	11
pseudoDrift	1	2
pseudoQC	1	9
HISEA	1	3
DRAVP	1	5
nextclip	1	144
PCAN	1	9
kova	1	13
PG-HACKER	1	7
LibGENiE	1	3
miRetrieve	1	2
emiRIT	1	0
DeepMir	1	4
DiSCount	1	4
protGear	1	2
aTAP	1	0
associationSubgraphs	1	5
associationsubgraphs	1	5
vulcanSpot	1	3
audiomath	1	5
ThreaDomEx	1	16
altMOD	1	7
homelette	1	0
PIDS	1	0
ligmerge	1	7
MPrESS	1	0
powmic	1	6
RRphylo	1	13
bsmap	1	659
ProSAT2	1	10
csrep	1	2
CSREP	1	2
pksensi	1	3
GNU MCSim	1	58
Scipion-chem	1	1
PWST	1	4
pwst	1	4
cravat	1	81
SEMgraph	1	9
SEMtree	1	1
CRASP	1	21
SubVis	1	0
Scatman	1	2
RiboCAT	1	18
European Virus Archive	1	7
LocHap	1	7
lochap	1	7
mzmine	1	180
cameo	1	228
BMSS	1	8
SynBiopython	1	0
Treesist-TB	1	8
dsRID	1	1
iis	1	26
ALACD	1	4
ChIP-BIT2	1	0
GenVision	1	5
SeqLogoFig	1	0
MHCpLogics	1	0
pandasGWAS	1	1
pandasgwas	1	1
AStruct	1	0
ntHash2	1	6
primerXL	1	7
VistoSeg	1	0
AmpliSolve	1	4
pipeliner	1	2
pathmodel	1	9
Pathmodel	1	9
PhyloPro	1	6
TMCrys	1	2
tmcrys	1	2
srax	1	6
sraX	1	6
Pathway-PDT	1	3
pathway-pdt	1	3
diArk - a resource for eukaryotic genome research	1	10
PredCID	1	11
lct	1	6
iBLAST	1	3
assam	1	27
GFF-Ex	1	3
ToMExO	1	0
tomexo	1	0
SAXS4COLL	1	8
LncSpA	1	35
RNAEAPath	1	3
flimma	1	9
Flimma	1	9
BHAI	1	14
nep	1	12
PSPP	1	0
pspp	1	0
OSAnalyzer	1	3
SMMRNA	1	18
FEDRO	1	1
argslab	1	1
ArGSLab	1	1
FLEXR	1	8
CPMCP	1	2
CytoSaddleSum	1	2
IMOPAC	1	0
BrainFD	1	4
SpaTemHTP	1	5
biocellion	1	39
SEGMEnT_HPC	1	11
pyrx	1	1
tree-puzzle	1	1677
TREEasy	1	5
SequenceMatrix	1	485
SPLACE	1	0
splace	1	0
scAnnoX	1	0
GenDecoder	1	22
OSskcm	1	11
PartiGeneDB	1	5
E.PAGE	1	1
CrypticProteinDB	1	0
crypticproteindb	1	0
DeltaNet	1	7
NeuroChaT	1	4
SANTIA	1	2
QuartPAC	1	5
reago	1	76
binnednp	1	2
GACNNMDA	1	9
Graph2MDA	1	18
SimkaMin	1	5
mercat2	1	0
PubReCheck	1	8
pubrecheck	1	8
asmbPLS-DA	1	1
SPECK	1	3
RRMScorer	1	5
rrmscorer	1	5
MetStat	1	0
MetGENE	1	1
oriogen	1	2
doseresponse	1	0
ORIOGEN	1	2
Gall-ID	1	19
codelink	1	14
circGPA	1	1
circgpa	1	1
genie3	1	761
PIgLET	1	5
fqsqueezer	1	11
Caryoscope	1	23
ExTraMapper	1	2
EGIO	1	1
RuDReC	1	7
NEREL-BIO	1	0
BTXpred	1	27
IQuery	1	9
iquery	1	9
pharmgwas	1	1
PharmGWAS	1	1
RF_Purify	1	26
transclust	1	49
TransClust	1	49
hopach	1	1901
gen3va	1	12
bar-seq	1	9
Hapl-o-Mat	1	2
pwas	1	39
uTR	1	1
talaia	1	0
TALAIA	1	0
cogstack	1	45
KFC Server	1	178
SimSpliceEvol	1	2
indel-seq-gen	1	37
SPUDNIG	1	4
iCR	1	43
PredictRegulon	1	39
2019nCoVAS	1	8
MemSurfer	1	18
DBtRend	1	2
HIO	1	6
MORPHIOUS	1	6
Cancer DEIso	1	3
Clinical Drug Experience Knowledgebase (CDEK)	1	4
CDEK	1	4
iDIRECT	1	24
rresolver	1	0
RResolver	1	0
Synima	1	26
sc1	1	5
GLAMM	1	13
3D-XGuide	1	5
fqc	1	370
scHumanNet	1	3
PhyloToL	1	13
coot	1	34787
WinCoot	1	18962
LM-GlycomeAtlas	1	6
TE-TSS	1	0
eRNAbase	1	2
acorde	1	9
rCGH	1	11
Solyntus	1	30
CaviDB	1	1
SVFS	1	1
ECFS-DEA	1	34
ecfs-dea	1	34
LinkeDomics	1	5
DupScan	1	4
scQTLbase	1	7
Housekeeping and Reference Transcript Atlas	1	104
QS-Net	1	5
BioTranslator	1	32
anastasia	1	12
pathwayko	1	0
PathwayKO	1	0
Neurodesk	1	0
bart	1	62
LASHiS	1	0
QSMxT	1	0
LayNii	1	0
ASLPrep	1	0
CAGEE	1	5
detectir	1	14
KaIDA	1	1
kaida	1	1
GACAL	1	0
splineTimeR	1	24
bcscdb	1	4
Kleborate	1	0
ASA3P	1	0
rMSA	1	10
trRosettaRNA	1	30
repeatanalyzer	1	15
RepeatAnalyzer	1	15
NiceBot	1	3
IScan	1	0
digIS	1	3
GGIP	1	3
Seeksv	1	28
PPIExp	1	6
ontoloviz	1	0
OntoloViz	1	0
ambp	1	6
iupacpal	1	7
DRAWID	1	25
TCMIO	1	24
SecReT6	1	20
Pentacle	1	29
GFAsparse	1	19
SecStrAnnotator	1	0
AlphaFind	1	2
iMarmot	1	3
pocketoptimizer	1	2
PocketOptimizer	1	2
BeeSpace Navigator	1	0
PRAWNS	1	1
BioVNN	1	7
mmkp	1	0
MMKP	1	0
WBNPMD	1	5
haste	1	0
BeadNet	1	2
beadnet	1	2
AOminer	1	1
AluScanCNV2	1	4
Bio-AnswerFinder	1	2
bio-answerfinder	1	2
pediSNP	1	5
UniProt ID Mapping	1	0
G-Links	1	2
PBSword	1	2
HAPHPIPE	1	5
RDMP	1	6
ClinData	1	0
VEMP	1	2
sAMPpred-GAT	1	32
JEDi	1	3
DeepAE	1	6
GRANVIL	1	6
psygenet2r	1	4
ModTect	1	10
DVASS	1	9
pyHiM	1	1
Frealign	1	316
multiple tools explore	1	2
ACTOR	1	0
coke	1	0
estimateR	1	11
fldgen	1	0
Super-delta	1	5
super-delta	1	5
CycPeptMPDB	1	8
GSEABenchmarkeR	1	0
GSPA	1	3
gspa	1	3
REIA	1	7
reia	1	7
NeuroMatic	1	117
AITL	1	21
predictionet	1	1920
NanopoReaTA	1	0
THINGSvision	1	12
NCMHap	1	1
dexus	1	11
PMechDB	1	0
pmechdb	1	0
SPRD	1	3
kipper	1	1
readaligner	1	0
TurboPutative	1	1
TopEx	1	2
topex	1	2
CLIN_SKAT	1	0
SysBiolPGWAS	1	1
PyDISH	1	7
MegaBayesC	1	0
DanMAC5	1	3
MBCdeg	1	4
MBCluster.Seq	1	0
NACDDB	1	5
nacddb	1	5
gapFinisher	1	4
PAFway	1	1
covizu	1	0
FASTAFS	1	2
fastafs	1	2
IonSpattern	1	8
gmm	1	0
alibaseq	1	5
pLM-BLAST	1	11
AAstretch	1	17
aastretch	1	17
BhairPred	1	27
netReg	1	4
gimmemotifs	1	104
gvc	1	1
cgMSI	1	1
DDRP	1	5
SYSVAC	1	0
scSemiCluster	1	20
castle	1	0
AUTALASSO	1	16
Vicuna	1	126
LEVERSC	1	0
leversc	1	0
MultiVERSE	1	10
MorbiNet	1	25
TomoTwin	1	21
CryoFLARE	1	15
ERgene	1	4
ML-SIM	1	14
dimple	1	20
FORGE2	1	20
PLAST-ncRNA	1	2
jtraml	1	12
CSRI-Ra	1	4
Yeast KID	1	40
CAMAP	1	0
superlooper	1	50
omicsGAT	1	3
CodonO	1	140
Simcluster	1	6
simcluster	1	6
SATRAP	1	2
affyContam	1	1901
ANDDigest	1	10
pawer	1	2
PAWER	1	2
HUPAN	1	39
Quanty-cFOS	1	3
Centrifuger	1	1
centrifuger	1	1
MyelTracer	1	28
PPI-MASS	1	0
ppi-mass	1	0
ReadBouncer	1	21
readbouncer	1	21
zing	1	7
HPO2GO	1	0
DeepPheno	1	11
GWRM	1	2
scPrisma	1	3
DNATCO	1	147
GeNLP	1	0
PTMCode	1	67
AutophagyNet	1	2
IDP ontology	1	322
CARs-DB	1	3
KnetMiner	1	0
MGFR	1	7
LinDeconSeq	1	8
2DImpute	1	4
flashfm-ivis	1	1
read-tv	1	1
pyviko	1	2
Pyviko	1	2
CLING	1	1
cageminer	1	0
BioNERO	1	0
ahtpdb	1	66
MitoIMP	1	4
Rabbit in a Hat	1	0
ohdsi	1	13
pgltools	1	34
Pgltools	1	17
deepem	1	50
NTMG	1	1
bioplib	1	7
pdbrenum	1	0
PollenDetect	1	1
adabmDCA	1	7
InterLig	1	0
VirtualCytometry	1	5
NLPExplorer	1	0
PeakTrace	1	4
rapidhrv	1	5
fantasia	1	0
RapidHRV	1	5
CSM-lig	1	55
multiMarker	1	3
PathWalks	1	5
longshot	1	115
gfkb	1	82
mvMAPIT	1	5
deleat	1	3
DELEAT	1	3
ImmunoGlobe	1	3
scLM	1	0
flowMap	1	12
OptiJ	1	9
rname	1	5
ASPICov	1	7
aspicov	1	7
WKL	1	35
M1CR0B1AL1Z3R	1	41
4SpecID	1	1
BAGS	1	1911
Cordax	1	36
CoMutDB	1	0
CRPGCN	1	4
snpinfo	1	506
SCit	1	16
IntOMICS	1	2
ASePCR	1	8
BS-virus-finder	1	3
stac	1	106
ESIDE	1	1
PanoView	1	11
pcs	1	8
VMCMC	1	5
imrna	1	11
functree	1	23
FuncTree	1	23
FuSe	1	1
NmrLineGuru	1	5
UFCG	1	11
Gotree	1	0
ufcg	1	11
Genealyzer	1	0
mirnet	1	248
ncov2019	1	6
LipoSVM	1	3
CDSnake	1	2
cdsnake	1	2
freecyto	1	0
Freecyto	1	0
phylotrack	1	19
PhyloTrack	1	19
bioviz-connect	1	0
BioViz Connect	1	0
rpg	1	0
pyAmpli	1	4
EndoQuad	1	1
wenda_gpu	1	0
PPML	1	0
qure.ai	1	10
Qure.ai	1	10
gnocis	1	1
Gnocis	1	1
tgs-tb	1	48
4mCNLP-Deep	1	11
vert_71	1	1
lemedisco	1	1
Pedican	1	6
NeuroCirc	1	3
neurocirc	1	3
Nomogram Prognostic Model	1	12
VTE	1	6
maxsprout	1	938
MaskedPanGenie	1	1
TomoMQA	1	1
tomomqa	1	1
tweeDEseq	1	28
dlbepitope	1	24
cypathia	1	7
peptipedia	1	13
variowatch	1	39
Rescue-ESE	1	904
VarioWatch	1	39
Rocket-miR	1	2
PVAAS	1	2
ISVASE	1	0
isvase	1	0
Chemsearch	1	0
S2RSLDB	1	19
BANDITS	1	14
RaTrav	1	1
ratrav	1	1
evoaug	1	6
pio	1	0
mam	1	4
FeGenie	1	125
SELAdb	1	10
somalier	1	0
3DPolyS-LE	1	1
SmartGraph	1	8
deca	1	27
GPCRsclass	1	30
TPES	1	13
GeTallele	1	2
allopred	1	39
SOBDetector	1	11
ideafix	1	3
Ideafix	1	3
Jvarkit	1	0
MCMap	1	5
transformato	1	6
EDIR	1	0
edir	1	0
CEMIG	1	5
tidybulk	1	0
bootRanges	1	8
drvm	1	10
nanook	1	33
gossto	1	26
TCMNPAS	1	1
tcmnpas	1	1
TMA Navigator	1	14
scSemiAE	1	4
netAE	1	6
modil	1	77
remode	1	2
ReMODE	1	2
DeepDNA	1	3
GeoPPI	1	38
hapLOH	1	33
crispron	1	58
squamatabase	1	7
SquamataBase	1	7
A-HIOT	1	4
MCPep	1	18
plw	1	7
FitDevo	1	3
fitdevo	1	3
nem	1	19
timeseriesNEM	1	5
TMKit	1	0
tmkit	1	0
Pred-MutHTP	1	9
metabodirect	1	6
PyKrev	1	5
MetaboDirect	1	6
GRETTA	1	1
gretta	1	1
METALizer	1	0
ProteinsPlus	1	142
WarPP	1	19
StructureProfiler	1	2
genomeSidekick	1	1
genomesidekick	1	1
spikChIP	1	4
GSAD	1	7
MARIA	1	149
bayestyper	1	40
rowbowt	1	2
COSORE	1	5
cosore	1	5
synthstrip	1	54
ingap-cdg	1	5
Pathview Web	1	206
PTMint	1	3
MetaTiME	1	5
SoloTE	1	9
spcards	1	6
synvep	1	0
PolyaPeak	1	9
SyMBac	1	6
ImageNomer	1	2
COINSTAC	1	10
Genetic and Genomic Information System (GnpIS)	1	49
CD8TCEI-EukPath	1	0
CASowary	1	6
TraitRateProp	1	6
O-Net	1	5
maxcluster	1	288
Fragger	1	1
promod3	1	106
nepdb	1	24
prm	1	1
SigMoS	1	2
CancerNet	1	2
MMHub	1	8
profed	1	7
ale	1	17
cda	1	1
phyBWT2	1	0
cetf	1	0
setsapp	1	6
DSBS	1	4
scimm	1	49
Scimm	1	49
UTLDR	1	0
dynamine	1	162
BioFabric	1	0
PathwayMatrix	1	4
memosys	1	8
vrnetzer	1	15
GODoc	1	2
RiboMiner	1	11
anota	1	53
multiGSEA	1	0
leapR	1	4
mBONITA	1	1
iVKC-OTC	1	17
DISMISS	1	5
SINE_scan	1	27
Plant ER UPRome	1	3
FunARTS	1	1
Rxivist.org	1	4
ISPIP	1	6
panseq	1	158
Datanator	1	0
OncoCardioDB	1	1
MLVAType	1	3
PVCTools	1	0
HippMapp3r	1	28
GS-SMD	1	1
xREI	1	0
xrei	1	0
mDAG	1	5
EvoAug-TF	1	0
MainSEL	1	6
PepFormer	1	12
DbyDeep	1	1
DeepMicrobes	1	50
KARGAMobile	1	2
drugmap	1	18
chipenrich	1	84
mu2a	1	5
MU2A	1	5
mutalyzer	1	16
camsa	1	3
BarleyExpDB	1	3
DiffLogo	1	47
MAGA	1	2
balbes	1	426
cmf	1	26
PASTMUS	1	3
RNAProbe	1	9
SH2db	1	0
entret	1	0
AUREA	1	0
DMCHMM	1	0
RBPTD	1	9
GCSscore	1	4
sscore	1	0
CircPlant	1	7
circplant	1	7
Blind Docking Server	1	192
antifp	1	58
BFPtool	1	6
nanospring	1	0
graphkernels	1	8
vechat	1	10
VeChat	1	10
kma	1	349
Chainy	1	3
rdml	1	4
AScall	1	0
parallelgwas	1	1
hotnet	1	229
spserver	1	7
SPServer	1	7
StarmapVis	1	0
Maxcounts	1	22
maxcounts	1	22
rap	1	71
AngioQuant	1	99
hgd	1	97
GB-eaSy	1	29
pLMSNOSite	1	5
ssPINE	1	1
iPick	1	4
TEMP2	1	19
atmad	1	12
DEPhT	1	15
depht	1	15
Grace-AKO	1	0
avatree	1	4
AVATREE	1	4
plassembler	1	9
rasusa	1	0
MicroPIPE	1	0
SULDEX	1	2
CNN-SVR	1	14
SimRare	1	80
PHARAOH-multi	1	3
pharaoh-multi	1	3
mTCTScan	1	4
StatAlign	1	18
LMAP_S	1	1
ADAPTIVE	1	8
ArrayMining.net	1	50
VRMLGen	1	0
AlmostSignificant	1	4
VPOT	1	8
visibiome	1	0
Visibiome	1	0
XyloTron	1	7
R. S. WebTool	1	0
h-dbas	1	27
H-DBAS	1	27
Catapult	1	61
kage	1	2
KAGE	1	2
Zirmi	1	3
RDBridge	1	0
PepPSy	1	2
Covidex	1	0
covidsim	1	0
covidex	1	0
PriSeT	1	0
NuPoP	1	80
FastGrow	1	4
Lead-OR	1	9
Lead-DBS	1	281
bisulfighter	1	38
irefindex	1	330
NCBI-protein	1	0
SeqCP	1	1
RNALOSS	1	12
dbGaPCheckup	1	0
quantifly	1	20
QuantiFly	1	20
CracTools	1	12
KUALA	1	3
EMBER	1	0
CLIR	1	14
PNGSeqR	1	0
SNPMOL	1	6
dastool	1	588
abawaca	1	541
MitoTIP	1	61
expressionatlas	1	0
pdbj	1	72
vilon	1	0
ViLoN	1	0
PinPor	1	20
ComParaLogS	1	8
cfinder	1	4
cFinder	1	4
QuantitativeTox	1	4
DeepHIT	1	27
peakzilla	1	37
tfmotifview	1	18
Pscan-ChIP	1	58
TFmotifView	1	18
PMO	1	2
eSkip-Finder	1	14
p6mA	1	2
OMPdb	1	32
MetagenoNets	1	24
metagenonets	1	24
ChroKit	1	1
chrokit	1	1
GPU-CASSERT	1	7
stochprofML	1	2
ps_scan	1	277
cryodrgn	1	214
Viral Host Range database	1	12
VHRdb	1	12
DxFormer	1	1
charprotdb	1	20
GIIRA	1	9
msprogene	1	26
MSProGene	1	26
MEDME	1	69
Cosbin	1	0
TopoDB	1	0
LiceBase	1	0
NeLS	1	10
nels	1	10
webmaboss	1	2
WebMaBoSS	1	2
RainDrop	1	3
raindrop	1	3
si-Fi	1	55
ASA24	1	10
ASA-PS	1	10
ADAS-viewer	1	5
cancerdp	1	28
FORG3D	1	7
ImpRes	1	41
strvctvre	1	34
AspWood	1	15
viralzone	1	216
cghcall	1	164
MPAgenomics	1	2
optiSel	1	31
cccp	1	131
COMUNET	1	12
copla	1	47
COPLA	1	47
FORGe	1	38
DangerTrack	1	4
DISTILLER	1	39
mpd	1	37
PolyA-miner	1	19
covid-19-ct-cxr	1	23
CovidXrayNet	1	30
gcMECM	1	1
Alkemio	1	2
alkemio	1	2
SMITER	1	4
JAMSS	1	7
psims	1	5
deeplc	1	0
ursgal	1	27
mvBIMBAM	1	386
CDS-DB	1	3
NTU-WAA	1	0
hnatyping	1	3
HnaTyping	1	3
AutoTuner	1	21
Boquila	1	2
boquila	1	2
MutCombinator	1	0
PredAOT	1	2
AlphaCharges	1	0
CoreCruncher	1	12
SUMOAMVR	1	8
PhenoPred	1	78
pinta	1	42
DLEB	1	0
gimica	1	19
RIPSeeker	1	27
Topconfects	1	33
bpprc	1	6
CHAPAO	1	0
mashmap	1	84
QA-RecombineIt	1	6
PCxN	1	19
pcxn	1	19
mi-CNN	1	10
FastPG	1	0
sc3s	1	8
ctc	1	1901
BoostDiff	1	0
Pipette Show	1	0
pgs	1	7
GuiltyTargets-COVID-19	1	1
RF-MaloSite and DL-MaloSite	1	10
RF-MaloSite	1	10
CapsNet-SSP	1	3
sensaas	1	3
ShaEP	1	86
NPLB	1	3
PlantRGS	1	5
SMOG	1	160
NetTest	1	8
S3V2-IDEAS	1	0
HaloDom	1	10
treedata.table	1	2
NanoSpring	1	0
PgRC	1	7
FastqCLS	1	3
RENANO	1	0
PMFFRC	1	1
CURC	1	1
tiny-count	1	3
tinyRNA	1	3
simba	1	5
cractools	1	12
reverCSP	1	0
LDNFSGB	1	9
GFD-Net	1	4
themarker	1	6
TheMarker	1	6
treemix	1	1197
oligowalk	1	53
VisuaLife	1	5
visualife	1	5
Genovar	1	1
evolqg	1	26
EvolQG	1	26
mitocarta	1	611
binoSNP	1	11
AutismKB	1	114
SNAPPy	1	5
MacadamiaGGD	1	1
EPIMUTESTR	1	4
2020plus	1	182
HTML5 PivotViewer	1	2
PFOND	1	2
fatcat	1	576
KidneyGPS	1	0
bcs	1	3
Recentrifuge	1	34
cpxDeepMSA	1	0
GenoPheno	1	4
miRGTF-net	1	15
amanida	1	11
Amanida	1	11
pkglite	1	0
rapido	1	63
EMULSION	1	7
rnacon	1	49
longislnd	1	9
damidseq_pipeline	1	75
DSCMF	1	5
DAPredict	1	0
MCPCA_PopGen	1	0
HydDB	1	246
hyddb	1	246
GeneScreen	1	17
gear-genomics	1	43
Xanthusbase	1	1
dbCNS	1	3
RERconverge	1	57
dbcns	1	3
RefShannon	1	7
Ryuto	1	2
dbAQP-SNP	1	0
IDR2D	1	7
idr2d	1	7
WADDAICA	1	6
BiPOm	1	2
kobamin	1	76
copub	1	44
virsorter	1	370
CVD22	1	1
IASDR	1	0
PAIRADISE	1	11
ASAS	1	0
UNI-EM	1	15
flexiMAP	1	1
GateMultiplex	1	0
PlaSMo	1	2
hemaexplorer	1	81
HemaExplorer	1	81
phyloscan	1	20
cgQTL	1	33
FPADMET	1	18
fpadmet	1	18
PFClust	1	5
LncCat	1	5
lnccat	1	5
ePlatypus	1	0
rootstrap	1	20
EcoSP	1	3
lymanalyzer	1	23
DeepDrug	1	0
DFinder	1	2
SSI-DDI	1	25
GEMmaker	1	2
gemmaker	1	2
sparqlgraph	1	3
SPARQLGraph	1	3
LLPC	1	1
DeePhys	1	0
slivar	1	0
echtvar	1	0
snpeff	1	6137
MetaSpark	1	10
MetaSpark:	1	10
pmidcite	1	4
starr	1	19
CF-targeter	1	3
Cell2Chem	1	2
SynBioStrainFinder	1	3
VersaVIS	1	2
versavis	1	2
SimPed	1	38
SIMULATE	1	87
TopSearch	1	0
sgi	1	288
ichseg	1	29
cddApp	1	3
copycatLayout	1	1
Cytoscape Automation	1	608
aMatReader	1	0
EPCES	1	33
LPI-SKF	1	11
massspecwavelet	1	209
GADMA	1	0
ADS-HCSpark	1	3
MetaAnalyst	1	2
ShinyMB	1	38
edena	1	353
tracembler	1	10
beap	1	8
slag	1	2
atram	1	31
htstream	1	0
anf	1	0
IBPred	1	4
dreamtools	1	5
rbrothers	1	0
DARTpaths	1	1
dartpaths	1	1
PhenoTagger	1	17
pres	1	1
Omics Pipe	1	31
HATSEQ	1	1
MLGaze	1	3
CGIdb	1	8
Dual-Use Quickscan	1	3
WDAC	1	29
irfCellSegmentation	1	6
myvariant	1	0
emvclass	1	35
BioPETsurv	1	3
qNABpredict	1	2
magellan	1	2
MaGelLAn	1	2
DeepCSO	1	0
CysModDB	1	3
Haplin	1	5
fqtrim	1	0
covid-19-ontology	1	12
rob-men	1	21
ROB-MEN	1	21
MT-SCCALR	1	8
m7G-MaP-seq	1	95
DCPHA	1	0
epiNEM	1	8
Deep_KsuccSite	1	1
CFNet	1	5
CNet	1	7
MP-Net	1	2
predPhogly-Site	1	1
ParticleStats	1	4
GROP	1	0
ProtSweep	1	12
TcoFBase	1	13
HybTrack	1	14
DeCban	1	4
BetaVoid	1	5
betacavityweb	1	19
qapa	1	109
PaWFE	1	2
NQ-Flipper	1	71
scNovel	1	0
CSSP	1	8
Corona Health	1	15
NITPicker	1	5
MicotoXilico	1	1
padua	1	6
PaDuA	1	6
mptp	1	181
subs2vec	1	4
srcpred	1	20
GPAR	1	6
BPHunter	1	19
iterativeBMAsurv	1	18
FVTLDA	1	2
TCGAbiolinksGUI	1	1906
KnowSeq	1	5
ARMT	1	0
ProFatigue	1	6
rG4detector	1	6
Anti-Ebola	1	4
SCInter	1	0
BSAseq	1	8
PyBSASeq	1	0
QTL-BSA	1	7
AutoCNV	1	6
autocnv	1	6
iPPI-Esml	1	104
ADH-PPI	1	4
ippi-esml	1	104
ReverseDock	1	1
CimpleG	1	1
TGx-DDI	1	12
RRMdb	1	6
LRTK-SIM	1	10
pypanda	1	7
bpositive	1	4
rpx	1	1687
MSGFgui	1	1901
Pbase	1	33
MSGFplus	1	53
qcmetrics	1	1901
interactiveDisplay	1	1901
proteoQC	1	19
mirtools	1	76
libmaus	1	0
Bio-samtools	1	41
Parepro	1	31
lichee	1	122
TriPOINT	1	0
libroadrunner	1	77
DivCom	1	1
micRocounter	1	3
NXSensor	1	6
lemone	1	21
KymoButler	1	57
snm	1	83
XCVATR	1	4
Con-AAE	1	5
MOLGENIS compute	1	4
NucPosDB	1	13
nucposdb	1	13
WONKA	1	5
HGNChelper	1	0
PRACRITI	1	5
MegaMapper	1	59
Health Gym	1	6
gRNA-SeqRET	1	2
FullMeSH	1	8
LCEL	1	0
A-Lister	1	1
VennPainter	1	48
IPRP	1	7
CycFlowDec	1	3
WORMHOLE	1	14
isobase	1	37
STUtility	1	106
MOLGENIS Research	1	41
BICORN	1	1
Phydelity	1	13
prothermdb	1	72
gespa	1	6
GESPA	1	6
DEPOT	1	6
DChIPRep	1	2
NucleoFinder	1	0
soGGi	1	1901
NUCwave	1	17
n-score	1	113
NBBt-test	1	1
DSGseq	1	30
GPSno	1	14
GSPHI	1	4
qgrid	1	5
Qgrid	1	5
ChemSpotlight	1	0
ChemT	1	6
chemt	1	6
MethylAction	1	10
methylaction	1	10
CerealESTdb	1	3
egassembler	1	85
Cancer CRC	1	0
nimbus	1	0
NRA-Tool	1	0
UniTmp	1	2
LuxRep	1	1
MARES	1	9
rintc	1	0
RintC	1	0
crmb	1	13
peace	1	3
hierGWAS	1	11
WMDS.net	1	1
SigTree	1	3
mvGST	1	1901
ferrdb	1	439
quickbam	1	0
quickBAM	1	0
htsint	1	0
goProfiles	1	0
LeukmiR	1	7
callr	1	8
FastBMD	1	7
deepstabp	1	13
DeepSTABp	1	13
MARACAS	1	2
ALGAEFUN	1	0
BAM-matcher	1	22
BAMixChecker	1	4
metaDEA	1	14
DEVEA	1	1
DEFormats	1	1901
devea	1	1
Context-explorer	1	6
SCCT	1	11
scct	1	11
scaden	1	77
TiPs	1	1
LeMaRns	1	0
SnakeStrike	1	0
simuscop	1	8
GFICLEE	1	2
PLANiTS	1	38
MoonlightR	1	51
CellSeg	1	38
CulebrONT	1	0
TELR	1	0
TrEMOLO	1	6
MomentClosure.jl	1	4
LambdaPP	1	8
findCPcli	1	0
miRTarBas	1	14
compi	1	5
PanExplorer	1	11
ELF-DPC	1	1
BCREval	1	6
Copy-scAT	1	18
transcriptator	1	7
Transcriptator	1	7
ColTapp	1	23
FastContact	1	106
Scorecons	1	370
MagMD	1	3
magmd	1	3
anTraX	1	24
CycloBranch	1	9
MassSpecBlocks	1	2
CycloNovo	1	23
cyclobranch	1	9
suddengains	1	4
Vaxign-ML	1	43
Cov19VaxKB	1	6
cov19vaxkb	1	6
BARC	1	36
MicroInspector	1	152
TRONCO	1	72
HyperHMM	1	1
voyAGEr	1	3
hapog	1	37
Hapo-G	1	37
TasselNetV2plus	1	19
MitoTrace	1	3
HUBDesign	1	5
BIKE	1	3
olfactionbase	1	11
AntMap	1	0
IonBreeders	1	1
makecdfenv	1	4
InferAMP	1	3
ABrainVis	1	1
COMPILE	1	2
gapit	1	1038
oncodrivefm	1	207
oncodriveclust	1	266
sominaclust	1	22
SomInaClust	1	22
CryoVR	1	2
AMModels	1	1
amas	1	209
DiscoSNP	1	37
cncrnadb	1	35
RAIG	1	12
LoQuM	1	21
loqum	1	21
cmcrpred	1	4
rmta	1	24
mlr3proba	1	29
LncMiM	1	15
IdentPMP	1	2
RPGeNet	1	2
AMAT	1	0
GlyComb	1	1
SCAPP	1	1
Plasmer	1	5
plasmer	1	5
HRRD	1	1
inflect	1	10
CNVScope	1	0
EukMetaSanity	1	0
veba	1	12
checkv	1	0
VEBA	1	12
primerdiffer	1	0
allestm	1	1
AllesTM	1	1
immerge	1	2
xander	1	52
SFA-SPA	1	4
phast	1	1361
mgv	1	4
ABCharge	1	0
Mousepost	1	0
BEXCIS	1	2
LigninGraphs	1	2
ligningraphs	1	2
BrainNetClass	1	24
deepnog	1	14
oridb	1	94
Sciope	1	6
PhyloPGM	1	1
CompaCt	1	1
uQlust	1	0
transphylo	1	122
HARMONIES	1	0
MiCoNE	1	3
FlashWeave	1	48
STECFinder	1	8
mapDATAge	1	2
Tailer	1	3
tailer	1	3
goldilocks	1	1
LayerCake	1	3
exalign	1	19
codabench	1	1
DECONbench	1	0
AutoGraph	1	0
ACACIA	1	0
trendy	1	0
Codabench	1	1
OMTools	1	14
iCellR	1	0
agalma	1	78
pegit	1	18
pegIT	1	18
HTPheno	1	89
nicedrug.ch	1	5
RS-WebPredictor	1	18
XenoNet	1	9
MGMM	1	1
sixpac	1	60
bmlTUX	1	11
histoneHMM	1	9
Rhtslib	1	1901
ASpli	1	1901
megadepth	1	0
SpliceWiz	1	3
MoRFMPM	1	6
GeConT 2	1	30
mouse-embeddings	1	0
HiG2Vec	1	0
Scaffold Generator	1	1
columba	1	2
TissueNexus	1	6
CPJSdraw	1	17
SAIBR	1	3
SARTRE	1	2
polyadq	1	103
gec	1	481
rtrm	1	24
rTRM	1	24
rmrnaseq	1	8
Bolotie	1	54
