name	biotoolsID	pubmedid	pubmedcid	link	EDAM_topics
circMine	circmine	34530446.0	PMC8728235	fulltexts/PMC8728235.xml	Transcriptomics, Pathology, Protein expression, RNA-Seq, Small molecules
NetCom	netcom	34576734.0	PMC8468097	fulltexts/PMC8468097.xml	Metagenomics, Endocrinology and metabolism, Molecular interactions, pathways and networks, Microbial ecology, Enzymes
NeuCA	neuca	35042860.0	PMC8766435	fulltexts/PMC8766435.xml	Machine learning, Transcriptomics, Cell biology, RNA-Seq
nf-core mag	nf-core_mag	35118380.0	PMC8808542	fulltexts/PMC8808542.xml	Metagenomics, Workflows, Sequence assembly, Metagenomic sequencing
OGT-PIN	ogt-pin	34502531.0	PMC8431785	fulltexts/PMC8431785.xml	Molecular interactions, pathways and networks, Enzymes, Cell biology, Protein interaction experiment, Protein expression
OligoPrime	oligoprime	34539193.0	PMC8442484	fulltexts/PMC8442484.xml	Probes and primers, Biological databases, Laboratory information management, Sequencing
OncoSplicing	oncosplicing	34554251.0	PMC8728274	fulltexts/PMC8728274.xml	RNA splicing, Oncology, Gene transcripts
orthofisher	orthofisher	34544141.0	PMC8496211	fulltexts/PMC8496211.xml	Phylogenomics, Proteomics, Gene and protein families, Sequence sites, features and motifs, Model organisms
PanSVR	pansvr	34490049.0	PMC8417358	fulltexts/PMC8417358.xml	Structural variation, Sequencing, Sequence analysis
ParaMed	paramed	34488734.0	PMC8422666	fulltexts/PMC8422666.xml	Protein expression, Medicine, Natural language processing, Workflows
PathFams	pathfams	34521345.0	PMC8442362	fulltexts/PMC8442362.xml	Protein folds and structural domains, Metagenomics, Gene and protein families, Proteomics, Gene structure
BEXIS2	bexis2		PMC8589773	fulltexts/PMC8589773.xml	Ecology, Environmental science, Experimental design and studies, Database management, Biodiversity, Microbial ecology
Swish	Swish	31372651.0	PMC6765120	fulltexts/PMC6765120.xml	RNA-Seq, Gene expression, Gene transcripts
IDP ontology	idpo	34850135.0	PMC8728214	fulltexts/PMC8728214.xml	Protein disordered structure
IDP ontology	idpo	31713636.0	PMC7145575	fulltexts/PMC7145575.xml	Protein disordered structure
IDP ontology	idpo	27899601.0	PMC5210544	fulltexts/PMC5210544.xml	Protein disordered structure
PASTA	pasta	24848016.0	PMC4086119	fulltexts/PMC4086119.xml	Sequence analysis, Protein interactions
PEGS	pegs	34504687.0	PMC8406447	fulltexts/PMC8406447.xml	Epigenomics, ChIP-seq, Transcription factors and regulatory sites, RNA-Seq, Gene regulation
PEN	pen	34504668.0	PMC8405889	fulltexts/PMC8405889.xml	Proteogenomics, Proteomics, Gene transcripts, Oncology, Small molecules
Peptipedia	peptipedia	34478499.0	PMC8415426	fulltexts/PMC8415426.xml	Small molecules, Bioengineering, Machine learning, Immunology, Sequence assembly
PharmacoDB	pharmacodb	34850112.0	PMC8728279	fulltexts/PMC8728279.xml	Pharmacogenomics, Workflows, Biomarkers, Oncology, Drug discovery
PharmacoDB	pharmacodb	30053271.0	PMC5753377	fulltexts/PMC5753377.xml	Pharmacogenomics, Workflows, Biomarkers, Oncology, Drug discovery
PhenClust	phenclust	34541463.0	PMC8442701	fulltexts/PMC8442701.xml	Genotype and phenotype, Small molecules, Pathology, Systems biology, Endocrinology and metabolism
PHIST	phist	34904625.0	PMC8826084	fulltexts/PMC8826084.xml	Metagenomics, Metagenomic sequencing, Model organisms
PIIKA 2.5	piika_2.5	34506584.0	PMC8432839	fulltexts/PMC8432839.xml	Microarray experiment, Small molecules, Gene expression, Protein modifications, Proteomics
PIIKA 2.5	piika_2.5	24312246.0	PMC3843739	fulltexts/PMC3843739.xml	Microarray experiment, Small molecules, Gene expression, Protein modifications, Proteomics
HHMD	hhmd	19892823.0	PMC2808954	fulltexts/PMC2808954.xml	Epigenetics, Protein modifications, DNA, Mapping
PDB-REDO databank of optimised macromolecular structures	pdb-redo		PMC3322608	fulltexts/PMC3322608.xml	Structure analysis
PDB-REDO databank of optimised macromolecular structures	pdb-redo		PMC3246819	fulltexts/PMC3246819.xml	Structure analysis
PDB-REDO databank of optimised macromolecular structures	pdb-redo		PMC2631631	fulltexts/PMC2631631.xml	Structure analysis
PDB-REDO databank of optimised macromolecular structures	pdb-redo		PMC6126648	fulltexts/PMC6126648.xml	Structure analysis
PDB-REDO databank of optimised macromolecular structures	pdb-redo		PMC5818736	fulltexts/PMC5818736.xml	Structure analysis
PDB-REDO databank of optimised macromolecular structures	pdb-redo		PMC3232375	fulltexts/PMC3232375.xml	Structure analysis
PDB-REDO databank of optimised macromolecular structures	pdb-redo		PMC5053137	fulltexts/PMC5053137.xml	Structure analysis
PDB-REDO databank of optimised macromolecular structures	pdb-redo		PMC6465985	fulltexts/PMC6465985.xml	Structure analysis
PncsHub	pncshub	34551435.0	PMC8728121	fulltexts/PMC8728121.xml	Transcription factors and regulatory sites, Structural variation, Molecular interactions, pathways and networks
PopART-IBM	popart-ibm	34473700.0	PMC8478209	fulltexts/PMC8478209.xml	Public health and epidemiology, Mathematics, Molecular interactions, pathways and networks, Infectious disease
PopCover-2.0	popcover-2.0	34484239.0	PMC8416060	fulltexts/PMC8416060.xml	Small molecules, Immunogenetics, Vaccinology, Immunoproteins and antigens, Allergy, clinical immunology and immunotherapeutics
PRINCESS	princess_snv	34521442.0	PMC8442460	fulltexts/PMC8442460.xml	Structural variation, Epigenetics, Methylated DNA immunoprecipitation, Medicine, DNA polymorphism
ProLIF	prolif	34563256.0	PMC8466659	fulltexts/PMC8466659.xml	Molecular modelling, Molecular dynamics, Drug discovery, Protein interactions, Machine learning
PTV	ptv	34526611.0	PMC8443750	fulltexts/PMC8443750.xml	Virology, Microbiology, Metagenomics, Informatics, Sequencing
PUMAS	pumas	34488838.0	PMC8419981	fulltexts/PMC8419981.xml	GWAS study, Sequencing, Tomography, DNA polymorphism, Genotype and phenotype
YEASTRACT	yeastract	20972212.0	PMC3013800	fulltexts/PMC3013800.xml	Transcription factors and regulatory sites, Gene expression, Model organisms, Molecular interactions, pathways and networks, Gene regulation
PyPlutchik	pyplutchik	34469455.0	PMC8409663	fulltexts/PMC8409663.xml	Psychiatry, Data visualisation, Literature and language
QSDB	qsdb	34559210.0	PMC8604260	fulltexts/PMC8604260.xml	Microbial ecology, Model organisms, Systems biology, Small molecules, Metabolomics
Quasar	quasar.toolbox	34571947.0	PMC8466383	fulltexts/PMC8466383.xml	Machine learning, NMR, Electron microscopy, Workflows, Lipids
RAPID	rapid.zzhlab	34484220.0	PMC8414647	fulltexts/PMC8414647.xml	Immunoproteins and antigens, Immunogenetics, Workflows, Biotechnology, Sequencing
recombinase	recombinase	34482425.0	PMC8913597	fulltexts/PMC8913597.xml	Gene expression, Genotype and phenotype, Cell biology, Zoology, Ontology and terminology
RetroScan	retroscan	34484306.0	PMC8415311	fulltexts/PMC8415311.xml	Workflows, Gene transcripts, Evolutionary biology, Gene expression, RNA-Seq
CellProfiler Analyst	cellprofiler_analyst	34478488.0	PMC10186093	fulltexts/PMC10186093.xml	Bioimaging, Machine learning, Genotype and phenotype
CAMPAREE	camparee	34563123.0	PMC8467241	fulltexts/PMC8467241.xml	RNA-Seq, Gene expression, Gene transcripts, Functional, regulatory and non-coding RNA
BioSeq-BLM	bioseq-blm	34581805.0	PMC8682797	fulltexts/PMC8682797.xml	Natural language processing, RNA, RNA-Seq
rKOMICS	rkomics	34583651.0	PMC8479924	fulltexts/PMC8479924.xml	Sequence assembly, Parasitology, Phylogenomics, Metagenomics, Model organisms
RNALocate	rnalocate	34551440.0	PMC8728251	fulltexts/PMC8728251.xml	Functional, regulatory and non-coding RNA, RNA-Seq, Gene transcripts, Cell biology, Transcriptomics
RNASSIST	rnassist	34570193.0	PMC8723147	fulltexts/PMC8723147.xml	Transcriptomics, RNA-Seq, Molecular interactions, pathways and networks, Workflows, Gene transcripts
RosettaSX	rosettasx	34583245.0	PMC8479477	fulltexts/PMC8479477.xml	Oncology, Gene expression, Molecular interactions, pathways and networks, Protein expression, Gene transcripts
RPocket	rpocket	34496744.0	PMC8424408	fulltexts/PMC8424408.xml	RNA, Small molecules, Structure prediction, Drug discovery, Nucleic acid structure analysis
ANASTASIA	anastasia	31178894.0	PMC6543708	fulltexts/PMC6543708.xml	Metagenomics, Biotechnology, Enzymes
BioTranslator	biotranslator		PMC3032379	fulltexts/PMC3032379.xml	Functional genomics, Systems biology, Omics, Molecular interactions, pathways and networks
BioTranslator	biotranslator		PMC4733223	fulltexts/PMC4733223.xml	Functional genomics, Systems biology, Omics, Molecular interactions, pathways and networks
TREND Protein Evolution Function	trend_protein_evolution_function	32282909.0	PMC7319448	fulltexts/PMC7319448.xml	Evolutionary biology, Phylogeny, Microbiology, Protein sites, features and motifs, Functional genomics, Phylogenomics, Bioinformatics
TREND Protein Evolution Function	trend_protein_evolution_function		PMC8860576	fulltexts/PMC8860576.xml	Evolutionary biology, Phylogeny, Microbiology, Protein sites, features and motifs, Functional genomics, Phylogenomics, Bioinformatics
scAPAdb	scapadb	34508354.0	PMC8728153	fulltexts/PMC8728153.xml	Gene transcripts, Plant biology, RNA-Seq, Gene expression, Model organisms
SCISSORTM	scissortm	34514416.0	PMC8428296	fulltexts/PMC8428296.xml	Transcriptomics, RNA-Seq, Oncology, Genotype and phenotype, Protein expression
scLRTC	sclrtc	34844559.0	PMC8628418	fulltexts/PMC8628418.xml	RNA-Seq, Gene expression, Gene transcripts
scMethBank	scmethbank	34570235.0	PMC8728155	fulltexts/PMC8728155.xml	Epigenomics, Epistasis, Methylated DNA immunoprecipitation, DNA, Model organisms
scTITANS	sctitans	34527187.0	PMC8342909	fulltexts/PMC8342909.xml	Cell biology, Gene expression, RNA-Seq, Gene transcripts, Protein expression
SHAP	shap	34579792.0	PMC8477573	fulltexts/PMC8477573.xml	Drug metabolism, Endocrinology and metabolism, Medicinal chemistry, Machine learning, Molecular interactions, pathways and networks
BioPyC	biopyc	34502629.0	PMC8433891	fulltexts/PMC8433891.xml	Neurobiology, Physiology, Machine learning, Transcription factors and regulatory sites, Zoology
BiG-MAP	big-map	34581602.0	PMC8547482	fulltexts/PMC8547482.xml	Metatranscriptomics, Microbial ecology, Metagenomics, Metabolomics, Endocrinology and metabolism
BEEM-Static	beem-static	34495960.0	PMC8452072	fulltexts/PMC8452072.xml	Microbial ecology, Statistics and probability, Metagenomic sequencing
SimFFPE	simffpe	34553214.0	PMC8458033	fulltexts/PMC8458033.xml	Sequencing, Structural variation, Sample collections
SnappNet	snappnet	34478440.0	PMC8445492	fulltexts/PMC8445492.xml	Phylogenetics, Statistics and probability, DNA polymorphism, Plant biology, Phylogenomics
soyfungigcn	soyfungigcn	34961779.0	PMC8712514	fulltexts/PMC8712514.xml	Model organisms, GWAS study, Plant biology, Gene expression, RNA-Seq
SPaRTAN	spartan_proteomics	34500467.0	PMC8464045	fulltexts/PMC8464045.xml	Cytometry, Transcription factors and regulatory sites, Transcriptomics, Proteomics, Gene regulation
BioExcel Building Blocks (BioBB)	biobb	31506435.0	PMC6736963	fulltexts/PMC6736963.xml	Computational biology, Chemistry
SPENCER	spencer	34570216.0	PMC8728293	fulltexts/PMC8728293.xml	Functional, regulatory and non-coding RNA, Small molecules, Oncology, Immunogenetics
SplicingFactory	splicingfactory	34499147.0	PMC8722757	fulltexts/PMC8722757.xml	RNA-Seq, Transcriptomics, RNA splicing, Gene transcripts
SRCP	srcp	34556162.0	PMC8459468	fulltexts/PMC8459468.xml	Workflows, RNA immunoprecipitation, Gene transcripts, Functional, regulatory and non-coding RNA, Transcriptomics
STALLION	stallion	34532736.0	PMC8769686	fulltexts/PMC8769686.xml	Protein modifications, Machine learning, Pathology, Bioinformatics, Proteomics
SUPERGNOVA	supergnova	34493297.0	PMC8422619	fulltexts/PMC8422619.xml	GWAS study, Mapping, Genotype and phenotype, Exome sequencing, DNA polymorphism
SWnet	swnet	34507532.0	PMC8434731	fulltexts/PMC8434731.xml	Cheminformatics, Oncology, Small molecules, Personalised medicine, Genetic variation
SynthMorph	synthmorph	34587005.0	PMC8891043	fulltexts/PMC8891043.xml	MRI, Medical imaging, Anatomy
SynWiki	synwiki	34515387.0	PMC8740822	fulltexts/PMC8740822.xml	Molecular interactions, pathways and networks, Synthetic biology, Cell biology, Functional, regulatory and non-coding RNA, Model organisms
TFTenricher	tftenricher	34530727.0	PMC8444601	fulltexts/PMC8444601.xml	Transcription factors and regulatory sites, Molecular interactions, pathways and networks, Gene regulation, Gene transcripts, Ontology and terminology
TISMO	tismo	34534350.0	PMC8728303	fulltexts/PMC8728303.xml	Oncology, RNA-Seq, Gene expression, Surgery, Molecular interactions, pathways and networks
ASCENT	ascent	34492004.0	PMC8423288	fulltexts/PMC8423288.xml	Workflows, Biophysics, Anatomy, Preclinical and clinical studies, Transcription factors and regulatory sites
ARMT	armt	34471489.0	PMC8379379	fulltexts/PMC8379379.xml	RNA-Seq, Molecular interactions, pathways and networks, Oncology, Transcriptomics
ArGSLab	argslab	34550148.0	PMC8457054	fulltexts/PMC8457054.xml	Imaging, Simulation experiment
Animal-eRNAdb	animal-ernadb	34551433.0	PMC8728245	fulltexts/PMC8728245.xml	Functional, regulatory and non-coding RNA, Transcription factors and regulatory sites, Gene transcripts, RNA-Seq, Zoology
AngioNet	angionet	34508124.0	PMC8433338	fulltexts/PMC8433338.xml	Machine learning, Cardiology, Imaging
TPOT	TPOT	31702773.0	PMC7703753	fulltexts/PMC7703753.xml	Machine learning, Workflows, Metabolomics, Genotype and phenotype, Membrane and lipoproteins
TPOT	TPOT	31165141.0	PMC6956793	fulltexts/PMC6956793.xml	Machine learning, Workflows, Metabolomics, Genotype and phenotype, Membrane and lipoproteins
TransLnc	translnc	34570220.0	PMC8728190	fulltexts/PMC8728190.xml	Functional, regulatory and non-coding RNA, Small molecules, Oncology, Protein expression, Gene transcripts
TSNAD	tsnad	34471496.0	PMC8385119	fulltexts/PMC8385119.xml	RNA-Seq, Genetic variation, Exome sequencing, Immunogenetics, Whole genome sequencing
TSNAD	tsnad	28484631.0	PMC5414268	fulltexts/PMC5414268.xml	RNA-Seq, Genetic variation, Exome sequencing, Immunogenetics, Whole genome sequencing
VannoPortal	vannoportal	34570217.0	PMC8728305	fulltexts/PMC8728305.xml	Epigenomics, Mapping, Genetic variation, Pathology
VCaScale	vcascale	34494101.0	PMC8424057	fulltexts/PMC8424057.xml	Workflows, Whole genome sequencing, Computer science
Velo-Predictor	velo-predictor	34479487.0	PMC8414693	fulltexts/PMC8414693.xml	Machine learning, RNA, Gene expression, Workflows, RNA-Seq
VGEA	vgea	34567846.0	PMC8428259	fulltexts/PMC8428259.xml	Sequencing, Sequence assembly, Genomics, RNA, Workflows, Virology
VOLTA	volta	34498028.0	PMC8687180	fulltexts/PMC8687180.xml	Transcriptomics, Workflows, Bioinformatics
HTA	hta	34358288.0	PMC8598444	fulltexts/PMC8598444.xml	MRI, Transcriptomics, Pathology, RNA-Seq, Oncology
HTA	hta	34444597.0	PMC8392551	fulltexts/PMC8392551.xml	MRI, Transcriptomics, Pathology, RNA-Seq, Oncology
iBitter-Fuse	ibitter-fuse	34445663.0	PMC8396555	fulltexts/PMC8396555.xml	Small molecules, Biophysics, Proteomics, Machine learning, Bioinformatics
IdentPMP	identpmp	34434652.0	PMC8351581	fulltexts/PMC8351581.xml	Plant biology, Proteins, Cell biology, Proteomics, Phylogenetics
DECA	deca	20053840.0	PMC2828111	fulltexts/PMC2828111.xml	Natural language processing, Model organisms, Taxonomy, Machine learning, Ontology and terminology
ifindCPcli	ifindcpcli	34353886.0	PMC8343166	fulltexts/PMC8343166.xml	Small molecules, Endocrinology and metabolism, Metabolomics, Molecular interactions, pathways and networks, Enzymes
iGlioSub	igliosub	34425860.0	PMC8381510	fulltexts/PMC8381510.xml	Epigenomics, Epistasis, Transcriptomics, Machine learning, Oncology
InvertypeR	invertyper	34332539.0	PMC8325862	fulltexts/PMC8325862.xml	Genotype and phenotype, Structural variation, DNA polymorphism, Microarray experiment
IPTK	iptk	34404349.0	PMC8369717	fulltexts/PMC8369717.xml	Immunoproteins and antigens, Small molecules, Proteomics, Protein modifications, Immunoinformatics
k-anonymity	k-anonymity	34252969.0	PMC8275349	fulltexts/PMC8275349.xml	Mapping, Data security, Literature and language
CTSND	ctsnd	34729462.0	PMC8557741	fulltexts/PMC8557741.xml	Preclinical and clinical studies, Medical informatics, Data visualisation, Medicine
VRNetzer	vrnetzer	33893283.0	PMC8065164	fulltexts/PMC8065164.xml	Molecular interactions, pathways and networks, Molecular medicine, Pathology, Gene expression, Sequencing
AstraZeneca PheWAS Portal	azphewas	34375979.0	PMC8458098	fulltexts/PMC8458098.xml	Biobank, Exome sequencing, Genomics, Rare diseases, GWAS study
WaveQTL	waveqtl		PMC8088671	fulltexts/PMC8088671.xml	ChIP-seq, RNA-Seq, Mapping
MIGNON	mignon	33571195.0	PMC7904194	fulltexts/PMC7904194.xml	RNA-Seq, Transcriptomics, Molecular interactions, pathways and networks, Workflows, Transcription factors and regulatory sites
metaDEA	metadea	34570756.0	PMC8496798	fulltexts/PMC8496798.xml	Transcriptomics, Epigenetics, Pathology, Ontology and terminology, Microarray experiment
LBD-COVID19	lbd-covid19	33571675.0	PMC7869625	fulltexts/PMC7869625.xml	Natural language processing, Preclinical and clinical studies, Drug discovery, Medical informatics, Drug metabolism
HFIP	hfip	34791105.0	PMC8607296	fulltexts/PMC8607296.xml	Cardiology, Personalised medicine, Pathology, Natural language processing, Complementary medicine
FactorHNE	factorhne	33781206.0	PMC8006390	fulltexts/PMC8006390.xml	Machine learning, Pathology, Transcription factors and regulatory sites
exSTRa	exstra	34372915.0	PMC8351082	fulltexts/PMC8351082.xml	Whole genome sequencing, Exome sequencing, Machine learning, Genomics, Genotype and phenotype
X-CNV	x-cnv	34407882.0	PMC8375180	fulltexts/PMC8375180.xml	Copy number variation, Machine learning, Pathology, Genotype and phenotype, Sequencing
treatable-ID	treatable-id	33845862.0	PMC8042729	fulltexts/PMC8042729.xml	Rare diseases, Endocrinology and metabolism, Dermatology
